FullName,Winery,WineName,Year,Region,RegionalVariety,VintageRating,VintageRatingCount,WineRating,WineRatingCount,VintagePrice,WinePrice,VintageRatingPriceRatio,WineRatingPriceRatio
Domaine Huet Vouvray Le Mont Sec 2016,Domaine Huet,Vouvray Le Mont Sec,2016,Loire,Chenin Blanc,4.1,224,4.1,1631,32.6,32.6,0.12576687116564417,0.12576687116564417
La Chablisienne Chablis Grand Cru 'Les Preuses' 2015,La Chablisienne,Chablis Grand Cru 'Les Preuses',2015,Burgundy,Chablis,4.1,223,4.1,1506,38.33,38.33,0.10696582311505348,0.10696582311505348
Billaud-Simon Chablis 1er Cru 'Montee de Tonnerre' 2015,Billaud-Simon,Chablis 1er Cru 'Montee de Tonnerre',2015,Burgundy,Chablis,4.1,209,4,1250,39.95,39.95,0.10262828535669585,0.10012515644555695
Lis Neris Venezia Giulia Jurosa (Chardonnay) 2015,Lis Neris,Venezia Giulia Jurosa (Chardonnay),2015,Northern Italy,White,4.1,206,4,1464,37.83,37.83,0.10837959291567538,0.10573618821041501
Capichera Vign’angena Vermentino di Gallura 2018,Capichera,Vign’angena Vermentino di Gallura,2018,Southern Italy,White,4.1,189,4.1,3013,33.6,33.6,0.1220238095238095,0.1220238095238095
Gut Oggau Weiss (Family Reunion) 2016,Gut Oggau,Weiss (Family Reunion),2016,,,4.1,172,4.1,196,48,48,0.08541666666666665,0.08541666666666665
Newton Chardonnay Unfiltered 2016,Newton,Chardonnay Unfiltered,2016,Napa Valley,Chardonnay,4.1,170,4.2,4073,42.95,42.95,0.09545983701979044,0.09778812572759021
Chivite Navarra Coleccion 125 Blanco 2016,Chivite,Navarra Coleccion 125 Blanco,2016,Spanish,Chardonnay,4.1,164,4.2,1801,36.94,36.94,0.11099079588521928,0.11369788846778561
Gut Oggau Timotheus Weiss 2015,Gut Oggau,Timotheus Weiss,2015,,,4.1,162,4,649,42,42,0.0976190476190476,0.09523809523809523
Hubert Lamy Saint-Aubin 1er Cru 'Les Frionnes' 2012,Hubert Lamy,Saint-Aubin 1er Cru 'Les Frionnes',2012,Burgundy,Côte de Beaune White,4.1,158,4.1,1470,36,36,0.11388888888888887,0.11388888888888887
Shafer Red Shoulder Ranch Chardonnay 2017,Shafer,Red Shoulder Ranch Chardonnay,2017,Napa Valley,Chardonnay,4.1,154,4.3,3035,45.95,45.95,0.08922742110990206,0.09357997823721435
Domaine Ostertag Muenchberg Riesling 2016,Domaine Ostertag,Muenchberg Riesling,2016,Alsace,Riesling,4.1,150,4.1,1268,48.75,48.75,0.0841025641025641,0.0841025641025641
Domaine de la Vougeraie Chardonnay Terres de Famille 2015,Domaine de la Vougeraie,Chardonnay Terres de Famille,2015,Burgundy,White,4.1,126,3.9,267,33.17,33.17,0.12360566777208319,0.11757612300271329
St. Michael-Eppan Sanct Valentin Weissburgunder (Pinot Bianco) 2016,St. Michael-Eppan,Sanct Valentin Weissburgunder (Pinot Bianco),2016,Northern Italy,Pinot Blanc,4.1,122,3.8,1204,30.42,30.42,0.13477975016436552,0.12491781722550951
Billaud-Simon Chablis 1er Cru 'Montee de Tonnerre' 2016,Billaud-Simon,Chablis 1er Cru 'Montee de Tonnerre',2016,Burgundy,Chablis,4.1,117,4,1250,36.95,36.95,0.11096075778078483,0.10825439783491203
Truchard Chardonnay 2017,Truchard,Chardonnay,2017,Napa Valley,Chardonnay,4.1,112,4.1,1213,30.41,30.41,0.1348240710292667,0.1348240710292667
DeMorgenzon Reserve Chardonnay 2017,DeMorgenzon,Reserve Chardonnay,2017,South African,Chardonnay,4.1,107,4,1102,30.99,30.99,0.13230074217489513,0.12907389480477574
Domaine Laroche Les Vaillons Vieilles Vignes Chablis Premier Cru 2017,Domaine Laroche,Les Vaillons Vieilles Vignes Chablis Premier Cru,2017,Burgundy,Chablis,4.1,106,4,1378,34.26,34.26,0.11967308814944541,0.11675423234092236
M. Chapoutier Condrieu Invitare  2017,M. Chapoutier,Condrieu Invitare ,2017,Northern Rhône,Condrieu,4.1,106,4,2033,43,43,0.09534883720930232,0.09302325581395349
Tablas Creek Vineyard Esprit de Tablas Blanc 2014,Tablas Creek Vineyard,Esprit de Tablas Blanc,2014,Californian,White Blend,4.1,105,4.1,766,49.67,49.67,0.08254479565129856,0.08254479565129856
Radikon Pinot Grigio 2017,Radikon,Pinot Grigio,2017,Northern Italy,Pinot Grigio,4.1,104,4,1179,36,36,0.11388888888888887,0.1111111111111111
Kumeu River Hunting Hill Chardonnay 2017,Kumeu River,Hunting Hill Chardonnay,2017,New Zealand,Chardonnay,4.1,104,4.1,1149,32,32,0.128125,0.128125
Jean François Ganevat Kopines 2017,Jean François Ganevat,Kopines,2017,,,4.1,104,4.1,124,38,38,0.10789473684210525,0.10789473684210525
Domaine de Bellevue Gaïa 2017,Domaine de Bellevue,Gaïa,2017,Loire Muscadet,Muscadet,4.1,96,4,377,30,30,0.13666666666666666,0.13333333333333333
Pascal Jolivet Pouilly-Fumé Indigene 2018,Pascal Jolivet,Pouilly-Fumé Indigene,2018,Upper Loire Valley,White,4.1,94,4,592,48.12,48.12,0.08520365752285952,0.0831255195344971
Artemis Karamolegos Pyritis Mega Cuvée 2016,Artemis Karamolegos,Pyritis Mega Cuvée,2016,,,4.1,93,4.2,253,40,40,0.1025,0.10500000000000001
Fio Cabi Sehr Nett Riesling 2015,Fio,Cabi Sehr Nett Riesling,2015,German,Riesling,4.1,92,4.1,170,40,40,0.1025,0.1025
Vassaltis Assyrtiko Barrel Aged 2016,Vassaltis,Assyrtiko Barrel Aged,2016,Greek Santorini,White,4.1,92,4.1,235,35.99,35.99,0.11392053348152263,0.11392053348152263
Jean-Claude Bessin Vieilles Vignes Chablis 2016,Jean-Claude Bessin,Vieilles Vignes Chablis,2016,Burgundy,Chablis,4.1,88,3.9,763,32.33,32.33,0.12681719764924218,0.12063099288586453
Benjamin Leroux Auxey-Duresses 2016,Benjamin Leroux,Auxey-Duresses,2016,Burgundy,Côte de Beaune White,4.1,87,4,699,38.67,38.67,0.1060253426428756,0.1034393586759762
Domaine Huet Vouvray Le Mont Sec 2015,Domaine Huet,Vouvray Le Mont Sec,2015,Loire,Chenin Blanc,4.1,87,4.1,1631,40,40,0.1025,0.1025
Heymann-Löwenstein Von Blauem Schiefer 2015,Heymann-Löwenstein,Von Blauem Schiefer,2015,German,Riesling,4.1,86,4,357,34.17,34.17,0.11998829382499267,0.11706175007316359
Domaine Latour-Giraud Cuvée Charles Maxime Meursault 2016,Domaine Latour-Giraud,Cuvée Charles Maxime Meursault,2016,Burgundy,Côte de Beaune White,4.1,85,4.1,908,43.46,43.46,0.09433962264150943,0.09433962264150943
Tablas Creek Vineyard Esprit de Tablas Blanc 2011,Tablas Creek Vineyard,Esprit de Tablas Blanc,2011,Californian,White Blend,4.1,79,4.1,766,34,34,0.12058823529411763,0.12058823529411763
Paul Hobbs Chardonnay 2016,Paul Hobbs,Chardonnay,2016,Californian,Chardonnay,4.1,79,4.2,1370,43.99,43.99,0.09320300068197317,0.09547624460104569
E. Guigal Hermitage Blanc 2008,E. Guigal,Hermitage Blanc,2008,Northern Rhône,White,4.1,76,4.1,1010,41.42,41.42,0.09898599710284885,0.09898599710284885
Yves Cuilleron Condrieu La Petite Côte 2018,Yves Cuilleron,Condrieu La Petite Côte,2018,Northern Rhône,Condrieu,4.1,75,4.2,2722,40,40,0.1025,0.10500000000000001
Heymann-Löwenstein Uhlen B Blaufüsser Lay 2012,Heymann-Löwenstein,Uhlen B Blaufüsser Lay,2012,German,Riesling,4.1,74,4.1,346,42,42,0.0976190476190476,0.0976190476190476
Marjan Simčič Chardonnay Opoka 2016,Marjan Simčič,Chardonnay Opoka,2016,,,4.1,72,4,388,33,33,0.12424242424242424,0.12121212121212122
Domaines Ott Clos Mireille Blanc de Blancs 2018,Domaines Ott,Clos Mireille Blanc de Blancs,2018,,,4.1,70,4,1381,32.95,32.95,0.12443095599393017,0.12139605462822457
Norman Hardie Chardonnay Unfiltered 2013,Norman Hardie,Chardonnay Unfiltered,2013,Canadian,Chardonnay,4.1,69,3.9,369,30.93,30.93,0.13255738764953118,0.12609117361784675
Livon Mandítocai Friulano 2016,Livon,Mandítocai Friulano,2016,Northern Italy,White,4.1,68,4,437,31.07,31.07,0.1319600901190859,0.1287415513356936
Artemis Karamolegos Nykteri 2016,Artemis Karamolegos,Nykteri,2016,Greek Santorini,White,4.1,65,3.7,280,31,31,0.132258064516129,0.11935483870967742
Curly Flat Chardonnay 2014,Curly Flat,Chardonnay,2014,Australian,Chardonnay,4.1,65,4.2,554,37.99,37.99,0.1079231376678073,0.11055540931824163
DAOU Reserve Chardonnay 2017,DAOU,Reserve Chardonnay,2017,Californian,Chardonnay,4.1,65,4.1,262,37,37,0.1108108108108108,0.1108108108108108
Domaine de la Janasse Châteauneuf-du-Pape (Tradition) Blanc 2017,Domaine de la Janasse,Châteauneuf-du-Pape (Tradition) Blanc,2017,Southern Rhône,White,4.1,64,4.1,1813,45.74,45.74,0.08963707914298207,0.08963707914298207
Bret Brothers & The Soufrandière La Soufrandière Pouilly-Vinzelles 2016,Bret Brothers & The Soufrandière,La Soufrandière Pouilly-Vinzelles,2016,Burgundy,Macônnais White,4.1,59,3.9,591,35.33,35.33,0.11604868383809792,0.11038777243136146
Domaine Laroche Chablis Premier Cru 'Les Vaudevey' 2018,Domaine Laroche,Chablis Premier Cru 'Les Vaudevey',2018,Burgundy,Chablis,4.1,59,4,2302,35.09,35.09,0.11684240524365914,0.11399259048161868
Domaine Christophe Curtat Sous l'Amandier Saint-Joseph 2016,Domaine Christophe Curtat,Sous l'Amandier Saint-Joseph,2016,Northern Rhône,White,4.1,59,4,308,40.25,40.25,0.10186335403726707,0.09937888198757763
Château de Fosse-Sèche Arcane 2016,Château de Fosse-Sèche,Arcane,2016,Loire,Chenin Blanc,4.1,58,3.8,816,37,37,0.1108108108108108,0.1027027027027027
Ribeiro Santo Vinha da Neve Branco 2012,Ribeiro Santo,Vinha da Neve Branco,2012,Northern Portugal,White,4.1,57,4.1,532,31,31,0.132258064516129,0.132258064516129
Billaud-Simon Chablis Tête d'Or 2017,Billaud-Simon,Chablis Tête d'Or,2017,Burgundy,Chablis,4.1,57,3.9,983,33.17,33.17,0.12360566777208319,0.11757612300271329
Vidal Legacy Chardonnay 2016,Vidal,Legacy Chardonnay,2016,New Zealand,Chardonnay,4.1,57,4.1,299,40,40,0.1025,0.1025
Domaine Ostertag Clos Mathis Riesling 2016,Domaine Ostertag,Clos Mathis Riesling,2016,Alsace,Riesling,4.1,55,4,334,33.75,33.75,0.12148148148148147,0.11851851851851852
François Cotat Caillottes Sancerre 2017,François Cotat,Caillottes Sancerre,2017,Upper Loire Valley,White,4.1,54,3.9,561,43,43,0.09534883720930232,0.09069767441860464
Jean Claude Bachelet & Fils Saint-Aubin Premier Cru 'Le Charmois' 2015,Jean Claude Bachelet & Fils,Saint-Aubin Premier Cru 'Le Charmois',2015,Burgundy,Côte de Beaune White,4.1,54,4.1,270,40,40,0.1025,0.1025
Szepsy Nyulászó Cuvée 2015,Szepsy,Nyulászó Cuvée,2015,,,4.1,53,4.1,120,43.67,43.67,0.09388596290359513,0.09388596290359513
Ramey Chardonnay Sonoma Coast 2016,Ramey,Chardonnay Sonoma Coast,2016,Californian,Chardonnay,4.1,42,4.1,1246,47,47,0.08723404255319148,0.08723404255319148
Domaine Zind Humbrecht Pinot Gris Alsace Clos Windsbuhl 2015,Domaine Zind Humbrecht,Pinot Gris Alsace Clos Windsbuhl,2015,Alsace,Pinot Gris,4.1,41,4.2,871,47.5,47.5,0.0863157894736842,0.08842105263157896
Donelan Nancie Chardonnay 2012,Donelan,Nancie Chardonnay,2012,Californian,Chardonnay,4.1,39,4.2,185,45,45,0.0911111111111111,0.09333333333333334
Moss Wood Chardonnay 2017,Moss Wood,Chardonnay,2017,Australian,Chardonnay,4.1,39,4.2,560,35,35,0.11714285714285713,0.12000000000000001
Domaine de la Charbonnière Châteauneuf-du-Pape Blanc 2016,Domaine de la Charbonnière,Châteauneuf-du-Pape Blanc,2016,Southern Rhône,White,4.1,38,4.1,534,32,32,0.128125,0.128125
Frederic Mabileau Chenin du Puy 2014,Frederic Mabileau,Chenin du Puy,2014,Loire,Chenin Blanc,4.1,38,4,264,32.83,32.83,0.12488577520560462,0.12183978068839477
Patrick Javillier Cuvée Oligocène Bourgogne 2016,Patrick Javillier,Cuvée Oligocène Bourgogne,2016,Burgundy,White,4.1,37,4,328,40.75,40.75,0.10061349693251533,0.09815950920245399
Domaine de la Cote de l'Ange Châteauneuf-du-Pape Blanc 2016,Domaine de la Cote de l'Ange,Châteauneuf-du-Pape Blanc,2016,Southern Rhône,White,4.1,36,4,200,30,30,0.13666666666666666,0.13333333333333333
Collavini Broy Collio Bianco 2016,Collavini,Broy Collio Bianco,2016,Northern Italy,White,4.1,35,3.9,738,31.24,31.24,0.13124199743918052,0.12483994878361077
Knipser Mandelpfad Riesling GG 2016,Knipser,Mandelpfad Riesling GG,2016,German,Riesling,4.1,35,4.2,283,38.77,38.77,0.1057518700025793,0.10833118390508124
Larry Cherubino Cherubino Chardonnay 2017,Larry Cherubino,Cherubino Chardonnay,2017,Australian,Chardonnay,4.1,34,4.1,139,32.84,32.84,0.12484774665042629,0.12484774665042629
J. Bouchon Granito Semillon 2017,J. Bouchon,Granito Semillon,2017,,,4.1,34,4.1,72,39,39,0.10512820512820512,0.10512820512820512
Kutch Chardonnay 2017,Kutch,Chardonnay,2017,Californian,Chardonnay,4.1,33,4,276,39.6,39.6,0.10353535353535352,0.10101010101010101
Giant Steps Applejack Single Vineyard Chardonnay 2017,Giant Steps,Applejack Single Vineyard Chardonnay,2017,Australian,Chardonnay,4.1,32,3.8,70,44.33,44.33,0.09248815700428603,0.0857207308820212
Château de Santenay Chassagne-Montrachet 2014,Château de Santenay,Chassagne-Montrachet,2014,Burgundy,Côte de Beaune White,4.1,32,4.2,94,44.95,44.95,0.09121245828698553,0.09343715239154617
Matthiasson Harms Vineyard Chardonnay 2016,Matthiasson,Harms Vineyard Chardonnay,2016,Napa Valley,Chardonnay,4.1,31,4.1,39,45,45,0.0911111111111111,0.0911111111111111
Christian Moreau Pere & Fils Chablis Grand Cru 'Valmur' 2015,Christian Moreau Pere & Fils,Chablis Grand Cru 'Valmur',2015,Burgundy,Chablis,4.1,27,4.2,424,45,45,0.0911111111111111,0.09333333333333334
Jolie-Laide Pinot Gris 2018,Jolie-Laide,Pinot Gris,2018,Californian,Pinot Gris,4.1,27,4,32,33,33,0.12424242424242424,0.12121212121212122
Domaine Faury Condrieu 2017,Domaine Faury,Condrieu,2017,Northern Rhône,Condrieu,4.1,27,4.1,595,35.49,35.49,0.11552550014088474,0.11552550014088474
Matthiasson White 2017,Matthiasson,White,2017,Californian,White Blend,4.1,27,4,633,45,45,0.0911111111111111,0.08888888888888889
Tapanappa Tiers Vineyard Chardonnay 2016,Tapanappa,Tiers Vineyard Chardonnay,2016,Australian,Chardonnay,4.1,26,4.1,225,48,48,0.08541666666666665,0.08541666666666665
Stag's Leap Wine Cellars KARIA Chardonnay 2016,Stag's Leap Wine Cellars,KARIA Chardonnay,2016,Napa Valley,Chardonnay,4,1016,4,6777,35,35,0.11428571428571428,0.11428571428571428
E. Guigal Condrieu 2015,E. Guigal,Condrieu,2015,Northern Rhône,Condrieu,4,713,4,4722,45.75,45.75,0.08743169398907104,0.08743169398907104
Orin Swift Mannequin 2016,Orin Swift,Mannequin,2016,Californian,Chardonnay,4,584,4,3462,38.68,38.68,0.10341261633919338,0.10341261633919338
Migration Russian River Valley Chardonnay 2014,Migration,Russian River Valley Chardonnay,2014,Californian,Chardonnay,4,436,4,1886,32,32,0.125,0.125
M. Chapoutier Condrieu Invitare  2016,M. Chapoutier,Condrieu Invitare ,2016,Northern Rhône,Condrieu,4,431,4,2033,44.95,44.95,0.0889877641824249,0.0889877641824249
Domaine William Fèvre Chablis Premier Cru Vaillons 2016,Domaine William Fèvre,Chablis Premier Cru Vaillons,2016,Burgundy,Chablis,4,390,4,3539,31.45,31.45,0.1271860095389507,0.1271860095389507
Domaine Drouhin Arthur Chardonnay 2015,Domaine Drouhin,Arthur Chardonnay,2015,Oregon,Chardonnay,4,389,3.9,1510,33.17,33.17,0.12059089538739824,0.11757612300271329
Planeta Eruzione 1614 Carricante 2016,Planeta,Eruzione 1614 Carricante,2016,Southern Italy,White,4,338,3.8,1359,30.99,30.99,0.12907389480477574,0.12262020006453694
Leeuwin Estate Prelude Vineyards Chardonnay 2014,Leeuwin Estate,Prelude Vineyards Chardonnay,2014,Australian,Chardonnay,4,335,3.9,2080,35,35,0.11428571428571428,0.11142857142857143
Matthiasson Linda Vista Vineyard Chardonnay 2017,Matthiasson,Linda Vista Vineyard Chardonnay,2017,Napa Valley,Chardonnay,4,246,4,969,30,30,0.13333333333333333,0.13333333333333333
Tyrrell's Vat 1 Sémillon 2011,Tyrrell's,Vat 1 Sémillon,2011,,,4,198,4.1,1909,36,36,0.1111111111111111,0.11388888888888887
Ramey Chardonnay Sonoma Coast 2013,Ramey,Chardonnay Sonoma Coast,2013,Californian,Chardonnay,4,192,4.1,1246,47.45,47.45,0.08429926238145416,0.0864067439409905
Lis Neris Venezia Giulia Picol 2015,Lis Neris,Venezia Giulia Picol,2015,Northern Italy,White,4,186,4,1524,37.83,37.83,0.10573618821041501,0.10573618821041501
Pierre-Yves Colin-Morey Chardonnay Bourgogne 2017,Pierre-Yves Colin-Morey,Chardonnay Bourgogne,2017,Burgundy,White,4,181,4.1,831,48,48,0.08333333333333333,0.08541666666666665
Louis Jadot Santenay Clos de Malte Blanc 2013,Louis Jadot,Santenay Clos de Malte Blanc,2013,Burgundy,Côte de Beaune White,4,163,4,740,34.99,34.99,0.11431837667905115,0.11431837667905115
E. Guigal Condrieu 2017,E. Guigal,Condrieu,2017,Northern Rhône,Condrieu,4,156,4,4722,45,45,0.08888888888888889,0.08888888888888889
Chanson Pouilly-Fuissé 2014,Chanson,Pouilly-Fuissé,2014,Burgundy,Macônnais White,4,152,3.9,691,36.67,36.67,0.109080992637033,0.10635396782110716
Michel Bouzereau Bourgogne Chardonnay 2016,Michel Bouzereau,Bourgogne Chardonnay,2016,Burgundy,White,4,144,3.9,794,30.67,30.67,0.13042060645582002,0.12716009129442452
Yves Cuilleron Saint-Joseph Lyseras 2016,Yves Cuilleron,Saint-Joseph Lyseras,2016,Northern Rhône,White,4,142,3.9,816,33.99,33.99,0.11768167107972932,0.1147396293027361
Billaud-Simon Chablis Tête d'Or 2016,Billaud-Simon,Chablis Tête d'Or,2016,Burgundy,Chablis,4,134,3.9,983,39.75,39.75,0.10062893081761007,0.0981132075471698
Mas de Daumas Gassac Blanc 2017,Mas de Daumas Gassac,Blanc,2017,Languedoc-Roussillon,White,4,131,4.1,2506,35,35,0.11428571428571428,0.11714285714285713
J.A. Ferret Pouilly-Fuissé 2017,J.A. Ferret,Pouilly-Fuissé,2017,Burgundy,Macônnais White,4,130,4.1,2003,31.5,31.5,0.12698412698412698,0.13015873015873014
Vincent Dauvissat Chablís 2013,Vincent Dauvissat,Chablís,2013,Burgundy,Chablis,4,128,4,1226,39.95,39.95,0.10012515644555695,0.10012515644555695
Skerk Malvazija 2016,Skerk,Malvazija,2016,Northern Italy,White,4,127,4,584,36,36,0.1111111111111111,0.1111111111111111
Bénédicte et Stéphane Tissot La Mailloche 2015,Bénédicte et Stéphane Tissot,La Mailloche,2015,Jura,White,4,117,4,518,47.83,47.83,0.08362952122099102,0.08362952122099102
Domaine Henri Milan Le Grand Blanc 2015,Domaine Henri Milan,Le Grand Blanc,2015,,,4,110,4,668,32,32,0.125,0.125
Trimbach Pinot Gris Alsace Réserve Personnelle 2015,Trimbach,Pinot Gris Alsace Réserve Personnelle,2015,Alsace,Pinot Gris,4,101,4.1,1576,31.91,31.91,0.12535255405828893,0.12848636790974616
Louis Michel & Fils Chablis Premier Cru Forets 2016,Louis Michel & Fils,Chablis Premier Cru Forets,2016,Burgundy,Chablis,4,101,4,643,31.98,31.98,0.12507817385866166,0.12507817385866166
Clonakilla Riesling 2017,Clonakilla,Riesling,2017,Australian,Riesling,4,101,3.9,435,40.17,40.17,0.09957679860592482,0.0970873786407767
Marchesi di Gresy Langhe Grésy Chardonnay 2016,Marchesi di Gresy,Langhe Grésy Chardonnay,2016,Northern Italy,White,4,101,4,476,34.33,34.33,0.11651616661811827,0.11651616661811827
Joh. Jos. Prüm Graacher Himmelreich Riesling Spätlese 2016,Joh. Jos. Prüm,Graacher Himmelreich Riesling Spätlese,2016,German,Riesling,4,98,4.2,1222,30.3,30.3,0.132013201320132,0.13861386138613863
Billaud-Simon Chablis 1er Cru 'Vaillons' 2016,Billaud-Simon,Chablis 1er Cru 'Vaillons',2016,Burgundy,Chablis,4,92,3.9,1385,34.95,34.95,0.1144492131616595,0.11158798283261802
Ten Minutes by Tractor Estate Chardonnay 2016,Ten Minutes by Tractor,Estate Chardonnay,2016,Australian,Chardonnay,4,90,4,311,49.33,49.33,0.08108655990269613,0.08108655990269613
Giant Steps Sexton Vineyard Chardonnay 2017,Giant Steps,Sexton Vineyard Chardonnay,2017,Australian,Chardonnay,4,88,3.9,548,32.99,32.99,0.12124886329190664,0.11821764170960897
Maximin Grünhaus Maximin Grünhäuser Abtsberg Riesling Kabinett 2017,Maximin Grünhaus,Maximin Grünhäuser Abtsberg Riesling Kabinett,2017,German,Riesling,4,85,4,1102,38.04,38.04,0.10515247108307045,0.10515247108307045
Bret Brothers & The Soufrandière La Soufrandière Climat Les Quarts Pouilly-Vinzelles 2016,Bret Brothers & The Soufrandière,La Soufrandière Climat Les Quarts Pouilly-Vinzelles,2016,Burgundy,Macônnais White,4,85,4,823,49,49,0.08163265306122448,0.08163265306122448
Bellavista Uccellanda Curtefranca 2013,Bellavista,Uccellanda Curtefranca,2013,Northern Italy,White,4,82,4.1,729,40.21,40.21,0.09947774185525989,0.10196468540164137
Josmeyer H Vieilles Vignes Pinot Auxerrois 2015,Josmeyer,H Vieilles Vignes Pinot Auxerrois,2015,,,4,78,3.9,382,32.5,32.5,0.12307692307692308,0.12
Bouchard Père & Fils Beaune du Château Premier Cru Blanc 2015,Bouchard Père & Fils,Beaune du Château Premier Cru Blanc,2015,Burgundy,Côte de Beaune White,4,78,3.9,3200,32.99,32.99,0.12124886329190664,0.11821764170960897
Clos de l'Élu Ephata 2014,Clos de l'Élu,Ephata,2014,Loire,Chenin Blanc,4,78,3.9,168,50,50,0.08,0.078
Chapel Down Kit's Coty Chardonnay 2016,Chapel Down,Kit's Coty Chardonnay,2016,,,4,75,4,319,30.61,30.61,0.13067624959163673,0.13067624959163673
Les Héritiers du Comte Lafon Clos du Four Mâcon-Milly-Lamartine 2015,Les Héritiers du Comte Lafon,Clos du Four Mâcon-Milly-Lamartine,2015,Burgundy,Macônnais White,4,75,3.9,689,32.33,32.33,0.12372409526755336,0.12063099288586453
Domaine Ostertag Fronholz Riesling 2016,Domaine Ostertag,Fronholz Riesling,2016,Alsace,Riesling,4,75,4,551,35.42,35.42,0.1129305477131564,0.1129305477131564
Benjamin Leroux Saint-Romain  'Sous le Château' 2016,Benjamin Leroux,Saint-Romain  'Sous le Château',2016,Burgundy,Côte de Beaune White,4,69,4.1,345,38.17,38.17,0.1047943411055803,0.1074141996332198
Pascal Jolivet Sancerre Sauvage Blanc 2016,Pascal Jolivet,Sancerre Sauvage Blanc,2016,Upper Loire Valley,White,4,68,4,466,34.66,34.66,0.11540680900173111,0.11540680900173111
Bonserine Condrieu 2016,Bonserine,Condrieu,2016,Northern Rhône,Condrieu,4,61,4,322,42.99,42.99,0.09304489416143288,0.09304489416143288
Ata Rangi Craighall Chardonnay 2015,Ata Rangi,Craighall Chardonnay,2015,New Zealand,Chardonnay,4,61,4.1,581,37.95,37.95,0.10540184453227931,0.10803689064558628
Domaine Bzikot Puligny-Montrachet 2017,Domaine Bzikot,Puligny-Montrachet,2017,Burgundy,Côte de Beaune White,4,60,4.1,672,47,47,0.0851063829787234,0.08723404255319148
Louis Michel & Fils Chablis Premier Cru 'Montmain' 2015,Louis Michel & Fils,Chablis Premier Cru 'Montmain',2015,Burgundy,Chablis,4,58,4,321,37.66,37.66,0.10621348911311737,0.10621348911311737
Eugenio Rosi Anisos 2015,Eugenio Rosi,Anisos,2015,Northern Italy,White,4,55,3.9,364,31,31,0.12903225806451613,0.12580645161290321
Abel Mendoza Monge 5V Blanco 2017,Abel Mendoza Monge,5V Blanco,2017,Spanish,Rioja White,4,53,4,249,35.1,35.1,0.11396011396011396,0.11396011396011396
Quinta Maria Izabel Vinhas da Princesa Branco 2016,Quinta Maria Izabel,Vinhas da Princesa Branco,2016,Northern Portugal,White,4.6,52,4.4,414,33.42,33.42,0.1376421304608019,0.13165769000598446
Domaine Belleville Les Boudrières Puligny-Montrachet 2015,Domaine Belleville,Les Boudrières Puligny-Montrachet,2015,Burgundy,Côte de Beaune White,4.6,25,4.2,134,50,50,0.092,0.084
Valquejigoso Mirlo Blanco 2012,Valquejigoso,Mirlo Blanco,2012,,,4.6,26,4.4,124,34.36,34.36,0.13387660069848661,0.1280558789289872
Lukas Van Loggerenberg Kameraderie 2016,Lukas Van Loggerenberg,Kameraderie,2016,South African,Chenin Blanc,4.6,27,4.4,106,35.8,35.8,0.12849162011173185,0.12290502793296092
Covela Fantástico 2014,Covela,Fantástico,2014,Northern Portugal,White,4.6,47,4.6,52,43.69,43.69,0.10528725108720531,0.10528725108720531
Sadie Family Palladius 2015,Sadie Family,Palladius,2015,,,4.5,233,4.5,1485,40.37,40.37,0.11146891255883082,0.11146891255883082
Isole e Olena Chardonnay Toscana Collezione Privata 2017,Isole e Olena,Chardonnay Toscana Collezione Privata,2017,Central Italy,White,4.5,164,4.3,1706,33.57,33.57,0.13404825737265416,0.12809055704498062
Domaine Berthelemot Meursault 2016,Domaine Berthelemot,Meursault,2016,Burgundy,Côte de Beaune White,4,34,3.8,149,40,40,0.1,0.095
Vincent Careme Vouvray 'Le Clos' 2016,Vincent Careme,Vouvray 'Le Clos',2016,Loire,Chenin Blanc,4,39,3.9,263,31,31,0.12903225806451613,0.12580645161290321
Jim Barry The Florita Riesling 2016,Jim Barry,The Florita Riesling,2016,Australian,Riesling,4,39,4,522,31.36,31.36,0.12755102040816327,0.12755102040816327
Forjas del Salnés Cos Pés Vinos Atlánticos 2017,Forjas del Salnés,Cos Pés Vinos Atlánticos,2017,Spanish,Albariño,4,39,4.1,313,35,35,0.11428571428571428,0.11714285714285713
Domaine de la Tournelle Les Corvées sous Curon 2011,Domaine de la Tournelle,Les Corvées sous Curon,2011,Jura,White,4,36,4.1,267,48,48,0.08333333333333333,0.08541666666666665
Sylvain Dussort Meursault Vieilles Vignes 2015,Sylvain Dussort,Meursault Vieilles Vignes,2015,Burgundy,Côte de Beaune White,4,40,3.9,191,37.5,37.5,0.10666666666666667,0.104
David Moret-Nomine Saint-Romain 2016,David Moret-Nomine,Saint-Romain,2016,Burgundy,Côte de Beaune White,4,34,4.2,201,39.95,39.95,0.10012515644555695,0.10513141426783479
Tablas Creek Vineyard Grenache Blanc 2015,Tablas Creek Vineyard,Grenache Blanc,2015,,,4,33,4,307,33.75,33.75,0.11851851851851852,0.11851851851851852
Domaines Schlumberger Riesling Alsace Grand Cru 'Kitterlé' 2017,Domaines Schlumberger,Riesling Alsace Grand Cru 'Kitterlé',2017,Alsace,Riesling,4,32,4,1076,40.83,40.83,0.0979671809943669,0.0979671809943669
Gilles Morat Climat Sur la Roche Pouilly-Fuissé 2016,Gilles Morat,Climat Sur la Roche Pouilly-Fuissé,2016,Burgundy,Macônnais White,4,31,4.2,144,33.99,33.99,0.11768167107972932,0.1235657546337158
